2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 1						4	1	3	1	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 1						4	1	3	2	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 1						4	1	3	3	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 1						4	1	3	4	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 1						4	1	4	1	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 1						4	1	4	2	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 1						4	1	4	3	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 1						4	1	4	4	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 1						4	1	5	1	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 1						4	1	5	2	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 1						4	1	5	3	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 1						4	1	5	4	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 2						4	2	3	1	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 2						4	2	3	2	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 2						4	2	3	3	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 2						4	2	3	4	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 2						4	2	4	1	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 2						4	2	4	2	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 2						4	2	4	3	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 2						4	2	4	4	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 2						4	2	5	1	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 2						4	2	5	2	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 2						4	2	5	3	1		
2.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 2						4	2	5	4	1		
2.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 2 ("Dik" Okuma)						6	2					
2.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 3 ("S" Okuma)						6	3					
2.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 4 ("Z" Okuma)						6	4					
2.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 5 ("İlk 3 Son 3" Okuma)						6	5					
3.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 3						1	4	3		1		
3.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 3						1	4	4		2		
3.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 4	Harf					1	4	3	1	2		
3.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 4	Harf					1	4	3	2	2		
3.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 4	Harf					1	4	3	3	2		
3.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 4	Harf					1	4	4	1	2		
3.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 4	Harf					1	4	4	2	2		
3.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 4	Harf					1	4	4	3	2		
3.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 1						2	3	3		2		
3.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 1						2	3	4		2		
3.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 1						2	3	5		2		
3.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 4						2	4	2		2		
3.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 4						2	4	3		2		
3.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 3	Harf					3	3	3	2	2		
3.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 3	Sayı					3	3	3	3	2		
3.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 3	Harf					3	3	4	2	2		
3.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 3	Sayı					3	3	4	3	2		
3.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 4	Harf					3	4	3	2	2		
3.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 4	Sayı					3	4	3	3	2		
3.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 4	Harf					3	4	4	2	2		
3.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 4	Sayı					3	4	4	3	2		
3.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 2 ("Dik" Okuma)						6	2					
3.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 3 ("S" Okuma)						6	3					
3.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 4 ("Z" Okuma)						6	4					
3.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 5 ("İlk 3 Son 3" Okuma)						6	5					
4.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 3						4	3	3	2	2		
4.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 3						4	3	3	3	2		
4.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 3						4	3	3	4	2		
4.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 3						4	3	4	2	2		
4.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 3						4	3	4	3	2		
4.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 3						4	3	4	4	2		
4.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 3						4	3	5	2	2		
4.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 3						4	3	5	3	2		
4.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 3						4	3	5	4	2		
4.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 4						4	4	3	3	2		
4.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 4						4	4	3	4	2		
4.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 4						4	4	3	5	2		
4.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 4						4	4	4	3	2		
4.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 4						4	4	4	4	2		
4.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 4						4	4	4	5	2		
4.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 4						4	4	5	3	2		
4.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 4						4	4	5	4	2		
4.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 4						4	4	5	5	2		
4.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 2 ("Dik" Okuma)						6	2					
4.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 3 ("S" Okuma)						6	3					
4.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 4 ("Z" Okuma)						6	4					
4.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 5 ("İlk 3 Son 3" Okuma)						6	5					
5.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 3		Orta				1	5	3	2	2		
5.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 3		Orta				1	5	3	3	2		
5.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 4		Orta				1	5	3	4	2		
5.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 4		Döngü				1	5	4	2	2		
5.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 4		Döngü				1	5	4	3	2		
5.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 4		Döngü				1	5	4	4	2		
5.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 6	Harf					1	6	3	2	2		
5.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 6	Harf					1	6	3	3	2		
5.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 6	Harf					1	6	3	4	2		
5.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 6	Harf					1	6	4	2	2		
5.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 6	Harf					1	6	4	3	2		
5.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 6	Harf					1	6	4	4	2		
5.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 5						2	5	3		2		
5.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 5						2	5	4		2		
5.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 5						2	5	5		2		
5.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 6						2	6	3		2		
5.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 6						2	6	4		2		
5.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 6						2	6	5		2		
5.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 5						3	5	1		2 oyun		
5.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 5						3	5	2		2 oyun		
5.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 5						3	5	3		2 oyun		
5.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 2 ("Dik" Okuma)						6	2					
5.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 3 ("S" Okuma)						6	3					
5.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 4 ("Z" Okuma)						6	4					
5.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 5 ("İlk 3 Son 3" Okuma)						6	5					
6.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 6						3	6	2	2	2		
6.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 6						3	6	3	2	2		
6.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 6						3	6	4	2	2		
6.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 6						3	6	2	3	2		
6.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 6						3	6	3	3	2		
6.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 6						3	6	4	3	2		
6.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 5						4	5	3	1	2		
6.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 5						4	5	3	2	2		
6.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 5						4	5	4	1	2		
6.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 5						4	5	4	2	2		
6.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 5						4	5	5	1	2		
6.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 5						4	5	5	2	2		
6.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 6				Büyütme		4	6	3	3	2		
6.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 6				Küçültme		4	6	3	4	2		
6.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 6				Uzatma		4	6	3	5	2		
6.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 6				Kısaltma		4	6	4	3	2		
6.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 6				Döndürme		4	6	4	4	2		
6.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 6				Perdeleme		4	6	4	5	2		
6.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 6				Küçültme		4	6	5	3	2		
6.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 6				Uzatma		4	6	5	4	2		
6.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 6				Döndürme		4	6	5	5	2		
6.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 2 ("Dik" Okuma)						6	2					
6.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 3 ("S" Okuma)						6	3					
6.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 4 ("Z" Okuma)						6	4					
6.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 5 ("İlk 3 Son 3" Okuma)						6	5					
7.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 7	Harf					1	7	3	3	2		
7.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 7	Sayı					1	7	3	4	2		
7.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 7	Harf					1	7	3	5	2		
7.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 7	Harf					1	7	4	3	2		
7.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 7	Sayı					1	7	4	4	2		
7.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 7	Harf					1	7	4	5	2		
7.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 7	Harf					1	7	5	3	2		
7.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 7	Sayı					1	7	5	4	2		
7.Gün	Aktif Görme Alanı Genişletme Çalışmaları-Modül 1 - Egzersiz 7	Harf					1	7	5	5	2		
7.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 7	Harf					2	7	3		2		
7.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 7	Harf					2	7	4		2		
7.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 7	Harf					2	7	5		2		
7.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 8 (HARF)	Harf					2	8			2		
7.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 8 (SAYI)	Sayı					2	8			2		
7.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 7						3	7	2	2	2		
7.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 7						3	7	2	3	2		
7.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 7						3	7	3	2	2		
7.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 7						3	7	3	3	2		
7.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 7						3	7	4	2	2		
7.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 7						3	7	4	3	2		
7.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 2 ("Dik" Okuma)						6	2					
7.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 3 ("S" Okuma)						6	3					
7.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 4 ("Z" Okuma)						6	4					
7.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 5 ("İlk 3 Son 3" Okuma)						6	5					
8.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 8			X-Y			3	8	X-Y	2	2		
8.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 8			X-Y			3	8	X-Y	3	2		
8.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 8			O-Q			3	8	6--9	2	2		
8.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 8			O-Q			3	8	6--9	3	2		
8.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 8			b-d			3	8	O-Q	2	2		
8.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 8			b-d			3	8	O-Q	3	2		
8.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 8			X-Y			3	8	b-d	2	2		
8.Gün	Göz Odaklanma Çalışmaları-Modül 3 - Egzersiz 8			X-Y			3	8	b-d	3	2		
8.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 7						4	7	3	2	2		
8.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 7						4	7	3	3	2		
8.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 7						4	7	4	2	2		
8.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 7						4	7	4	3	2		
8.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 7						4	7	5	2	2		
8.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 7						4	7	5	3	2		
8.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 8						4	8	3		2		
8.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 8						4	8	4		2		
8.Gün	Bloklama ve Gölgeleme Çalışmaları-Modül 4 - Egzersiz 8						4	8	5		2		
8.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 2 ("Dik" Okuma)						6	2					
8.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 3 ("S" Okuma)						6	3					
8.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 4 ("Z" Okuma)						6	4					
8.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 5 ("İlk 3 Son 3" Okuma)						6	5					
9.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 9						2	9	3		2		
9.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 9						2	9	4		2		
9.Gün	Göz Sıçrama Takip Çalışmaları-Modül 2 - Egzersiz 9						2	9	5		2		
9.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 1 						5	1	2	1	2		
9.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 1 						5	1	2	2	2		
9.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 1 						5	1	2	3	2		
9.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 1 						5	1	3	1	2		
9.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 1 						5	1	3	2	2		
9.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 1 						5	1	3	3	2		
9.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 1 						5	1	4	1	2		
9.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 1 						5	1	4	2	2		
9.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 1 						5	1	4	3	2		
9.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 2 ("Dik" Okuma)						6	2					
9.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 3 ("S" Okuma)						6	3					
9.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 4 ("Z" Okuma)						6	4					
9.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 5 ("İlk 3 Son 3" Okuma)						6	5					
10.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 2 						5	2	3		2		
10.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 2 						5	2	3		2		
10.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 2 						5	2	3		2		
10.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 2 						5	2	4		2		
10.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 2 						5	2	4		2		
10.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 2 						5	2	4		2		
10.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 2 						5	2	5		2		
10.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 2 						5	2	5		2		
10.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 2 						5	2	5		2		
10.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 3 						5	3	2	1	2		
10.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 3 						5	3	2	2	2		
10.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 3 						5	3	2	3	2		
10.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 3 						5	3	3	1	2		
10.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 3 						5	3	3	2	2		
10.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 3 						5	3	3	3	2		
10.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 3 						5	3	4	1	2		
10.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 3 						5	3	4	2	2		
10.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 3 						5	3	4	3	2		
10.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 2 ("Dik" Okuma)						6	2					
10.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 3 ("S" Okuma)						6	3					
10.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 4 ("Z" Okuma)						6	4					
10.Gün	Okuma-Anlama Çalışmaları-Modül 6 - Egzersiz 5 ("İlk 3 Son 3" Okuma)						6	5					
11.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 4 						5	4	2	1	2		
11.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 4 						5	4	2	2	2		
11.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 4 						5	4	2	3	2		
11.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 4 						5	4	3	1	2		
11.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 4 						5	4	3	2	2		
11.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 4 						5	4	3	3	2		
11.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 4 						5	4	4	1	2		
11.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 4 						5	4	4	2	2		
11.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 4 						5	4	4	3	2		
11.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 5 						5	5	2	1	2		
11.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 5 						5	5	2	2	2		
11.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 5 						5	5	2	3	2		
11.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 5 						5	5	3	1	2		
11.Gün	Hızlı Okuma Çalışmaları-Modül 5 - Egzersiz 5 						5	5	3	2	2		
