5.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 5,2,5,2,x,2
5.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 5,2,5,3,x,2
5.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 6,2,6,1,x,2
5.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 6,2,6,2,x,2
5.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 6,2,6,3,x,2
5.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 5,3,5,1,x,2 oyun
5.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 5,3,5,2,x,2 oyun
5.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 5,3,5,3,x,2 oyun
5.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Dik"" Okuma",6,2,,,
5.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""S"" Okuma",6,3,,,
5.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Z"" Okuma",6,4,,,
5.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""İlk 3 Son 3"" Okuma",6,5,,,
,,,,,,
6.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 6,3,6,1,1,2
6.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 6,3,6,2,1,2
6.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 6,3,6,3,1,2
6.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 6,3,6,1,2,2
6.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 6,3,6,2,2,2
6.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 6,3,6,3,2,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 5,4,5,1,1,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 5,4,5,1,2,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 5,4,5,2,1,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 5,4,5,2,2,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 5,4,5,3,1,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 5,4,5,3,2,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 6,4,6,1,1,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 6,4,6,1,2,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 6,4,6,1,3,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 6,4,6,2,1,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 6,4,6,2,2,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 6,4,6,2,3,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 6,4,6,3,1,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 6,4,6,3,2,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 6,4,6,3,3,2
6.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Dik"" Okuma",6,2,,,
6.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""S"" Okuma",6,3,,,
6.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Z"" Okuma",6,4,,,
6.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""İlk 3 Son 3"" Okuma",6,5,,,
,,,,,,
7.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 7,1,7,1,1,2
7.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 7,1,7,1,2,2
7.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 7,1,7,1,3,2
7.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 7,1,7,2,1,2
7.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 7,1,7,2,2,2
7.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 7,1,7,2,3,2
7.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 7,1,7,3,1,2
7.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 7,1,7,3,2,2
7.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 7,1,7,3,3,2
7.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 7,2,7,1,x,2
7.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 7,2,7,2,x,2
7.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 7,2,7,3,x,2
7.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 8 (HARF),2,8,x,x,2
7.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 8 (SAYI),2,8,x,x,2
7.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 7,3,7,1,1,2
7.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 7,3,7,1,2,2
7.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 7,3,7,2,1,2
7.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 7,3,7,2,2,2
7.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 7,3,7,3,1,2
7.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 7,3,7,3,2,2
7.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Dik"" Okuma",6,2,,,
7.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""S"" Okuma",6,3,,,
7.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Z"" Okuma",6,4,,,
7.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""İlk 3 Son 3"" Okuma",6,5,,,
,,,,,,
8.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 8,3,8,X-Y,1,2
8.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 8,3,8,X-Y,2,2
8.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 8,3,8,6--9,1,2
8.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 8,3,8,6--9,2,2
8.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 8,3,8,O-Q,1,2
8.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 8,3,8,O-Q,2,2
8.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 8,3,8,b-d,1,2
8.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 8,3,8,b-d,2,2
8.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 7,4,7,1,1,2
8.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 7,4,7,1,2,2
8.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 7,4,7,2,1,2
8.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 7,4,7,2,2,2
8.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 7,4,7,3,1,2
8.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 7,4,7,3,2,2
8.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 8,4,8,1,x,2
8.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 8,4,8,2,x,2
8.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 8,4,8,3,x,2
8.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Dik"" Okuma",6,2,,,
8.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""S"" Okuma",6,3,,,
8.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Z"" Okuma",6,4,,,
8.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""İlk 3 Son 3"" Okuma",6,5,,,
,,,,,,
9.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 9,2,9,1,x,2
9.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 9,2,9,2,x,2
9.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 9,2,9,3,x,2
9.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 1 (herhangi bir metin seç),5,1,1,1,2
9.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 1 (herhangi bir metin seç),5,1,1,2,2
9.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 1 (herhangi bir metin seç),5,1,1,3,2
9.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 1 (herhangi bir metin seç),5,1,2,1,2
9.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 1 (herhangi bir metin seç),5,1,2,2,2
9.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 1 (herhangi bir metin seç),5,1,2,3,2
9.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 1 (herhangi bir metin seç),5,1,3,1,2
9.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 1 (herhangi bir metin seç),5,1,3,2,2
9.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 1 (herhangi bir metin seç),5,1,3,3,2
9.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Dik"" Okuma",6,2,,,
9.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""S"" Okuma",6,3,,,
9.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Z"" Okuma",6,4,,,
9.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""İlk 3 Son 3"" Okuma",6,5,,,
,,,,,,
10.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 2 (herhangi bir metin seç),5,2,1,x,2
10.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 2 (herhangi bir metin seç),5,2,1,x,2
10.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 2 (herhangi bir metin seç),5,2,1,x,2
10.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 2 (herhangi bir metin seç),5,2,2,x,2
10.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 2 (herhangi bir metin seç),5,2,2,x,2
10.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 2 (herhangi bir metin seç),5,2,2,x,2
10.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 2 (herhangi bir metin seç),5,2,3,x,2
10.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 2 (herhangi bir metin seç),5,2,3,x,2
10.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 2 (herhangi bir metin seç),5,2,3,x,2
10.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 3 (herhangi bir metin seç),5,3,1,1,2
10.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 3 (herhangi bir metin seç),5,3,1,2,2
10.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 3 (herhangi bir metin seç),5,3,1,3,2
10.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 3 (herhangi bir metin seç),5,3,2,1,2
10.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 3 (herhangi bir metin seç),5,3,2,2,2
10.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 3 (herhangi bir metin seç),5,3,2,3,2
10.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 3 (herhangi bir metin seç),5,3,3,1,2
10.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 3 (herhangi bir metin seç),5,3,3,2,2
10.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 3 (herhangi bir metin seç),5,3,3,3,2
10.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Dik"" Okuma",6,2,,,
10.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""S"" Okuma",6,3,,,
10.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Z"" Okuma",6,4,,,
10.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""İlk 3 Son 3"" Okuma",6,5,,,
,,,,,,
11.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 4 (herhangi bir metin seç),5,4,1,1,2
11.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 4 (herhangi bir metin seç),5,4,1,2,2
11.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 4 (herhangi bir metin seç),5,4,1,3,2
11.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 4 (herhangi bir metin seç),5,4,2,1,2
11.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 4 (herhangi bir metin seç),5,4,2,2,2
11.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 4 (herhangi bir metin seç),5,4,2,3,2
11.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 4 (herhangi bir metin seç),5,4,3,1,2
11.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 4 (herhangi bir metin seç),5,4,3,2,2
11.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 4 (herhangi bir metin seç),5,4,3,3,2
11.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 5 (herhangi bir metin seç),5,5,1,1,2
11.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 5 (herhangi bir metin seç),5,5,1,2,2
11.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 5 (herhangi bir metin seç),5,5,1,3,2
11.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 5 (herhangi bir metin seç),5,5,2,1,2
11.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 5 (herhangi bir metin seç),5,5,2,2,2
11.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 5 (herhangi bir metin seç),5,5,2,3,2
11.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 5 (herhangi bir metin seç),5,5,3,1,2
11.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 5 (herhangi bir metin seç),5,5,3,2,2
11.Gün,Hızlı Okuma Çalışmaları-Modül 5-Egzersiz 5 (herhangi bir metin seç),5,5,3,3,2
